Time Step,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,256,257,258,259,260,261,262,263,264,265,266,267,268,269,270,271,272,273,274,275,276,277,278,279,280,281,282,283,284,285,286,287,288,289,290,291,292,293,294,295,296,297,298,299,300,301,302,303,304,305,306,307,308,309,310,311,312,313,314,315,316,317,318,319,320,321,322,323,324,325,326,327,328,329,330,331,332,333,334,335,336,337,338,339,340,341,342,343,344,345,346,347,348,349,350,351,352,353,354,355,356,357,358,359,360,361,362,363,364,365,366,367,368,369,370,371,372,373,374,375,376,377,378,379,380,381,382,383,384,385,386,387,388,389,390,391,392,393,394,395,396,397,398,399,400,401,402,403,404,405,406,407,408,409,410,411,412,413,414,415,416,417,418,419,420,421,422,423,424,425,426,427,428,429,430,431,432,433,434,435,436,437,438,439,440,441,442,443,444,445,446,447,448,449,450,451,452,453,454,455,456,457,458,459,460,461,462,463,464,465,466,467,468,469,470,471,472,473,474,475,476,477,478,479,480,481,482,483,484,485,486,487,488,489,490,491,492,493,494,495,496,497,498,499,500,501,502,503,504,505,506,507,508,509,510,511,512,513,514,515,516,517,518,519,520,521,522,523,524,525,526,527,528,529,530,531,532,533,534,535,536,537,538,539,540,541,542,543,544,545,546,547,548,549,550,551,552,553,554,555,556,557,558,559,560,561,562,563,564,565,566,567,568,569,570,571,572,573,574,575,576,577,578,579,580,581,582,583,584,585,586,587,588,589,590,591,592,593,594,595,596,597,598,599
30,20,22,19,31,15,9,16,23,11,22,20,17,22,18,19,18,16,17,18,9,19,18,24,10,27,18,29,21,21,20,29,22,29,17,14,25,16,17,30,17,18,22,10,30,22,18,26,11,13,15,16,17,20,11,24,16,23,20,17,17,18,18,16,17,16,20,14,12,12,13,18,13,21,11,15,17,16,14,18,8,9,8,8,10,8,11,10,12,19,9,10,7,11,9,13,15,9,11,13,14,8,7,4,4,11,7,8,6,5,8,4,5,7,7,7,5,12,5,3,13,4,3,3,4,3,3,11,4,6,9,8,1,5,7,5,2,8,4,4,5,3,0,1,4,0,0,4,3,0,4,4,3,0,0,1,4,4,2,3,2,1,2,4,1,1,2,0,3,2,3,2,1,0,1,2,0,0,3,0,1,0,0,0,1,0,3,0,0,1,0,1,0,1,2,0,0,0,0,1,3,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,12,17,22,19,22,14,16,20,14,15,22,16,17,19,24,14,17,25,22,15,21,19,18,20,27,25,19,21,16,24,20,27,27,16,18,16,26,17,20,20,16,16,16,14,27,17,15,13,15,14,19,22,16,20,20,14,17,18,20,17,15,16,16,25,16,17,25,7,13,18,11,16,14,9,13,21,15,14,15,21,12,13,9,13,8,6,9,11,13,15,3,14,10,12,11,13,16,8,7,11,5,5,5,8,7,12,9,9,10,5,10,3,9,7,9,5,11,4,7,7,2,1,2,5,5,5,3,8,3,6,5,1,7,5,3,5,10,4,3,10,2,6,1,2,2,1,6,2,4,3,8,1,3,2,1,1,4,4,2,2,2,0,0,2,2,1,3,0,4,2,2,1,0,0,1,1,1,1,0,2,1,0,1,0,2,0,0,0,0,1,0,0,1,1,1,0,0,2,1,2,0,0,0,2,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,17,16,13,14,25,13,11,17,15,13,15,17,16,20,22,14,20,19,22,12,17,18,28,22,27,18,25,23,21,24,29,32,11,24,17,18,18,14,28,19,15,20,12,20,27,18,14,16,11,16,15,14,22,22,18,18,18,10,25,20,15,15,19,14,20,20,22,9,13,19,14,12,16,10,12,15,21,16,17,20,11,13,10,7,9,9,6,7,16,10,13,9,13,11,10,17,8,8,9,10,6,4,4,10,13,10,8,10,6,7,2,7,8,7,8,11,11,4,6,8,1,3,2,1,6,4,6,4,12,5,6,6,5,3,4,3,9,4,7,7,1,2,5,0,2,2,1,6,3,2,0,6,1,3,2,4,4,3,1,6,4,1,0,0,5,2,2,2,2,3,1,1,0,1,2,2,1,1,0,2,0,1,0,1,1,1,0,0,1,1,3,0,0,1,1,0,1,2,2,0,0,0,1,0,2,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,16,13,16,25,12,15,23,17,11,16,13,24,14,20,18,18,10,22,16,21,17,17,21,23,26,16,14,12,17,27,25,26,20,19,20,18,16,20,20,29,12,16,23,23,21,20,16,15,19,16,10,18,15,17,17,14,18,21,21,16,19,13,12,16,21,19,16,17,15,16,13,16,16,18,17,10,23,14,14,18,8,16,10,7,11,9,9,12,6,16,7,5,13,9,12,10,17,8,5,14,11,8,3,11,9,11,11,12,12,7,11,5,7,7,8,12,6,7,8,11,3,0,2,7,4,5,0,4,8,5,6,5,3,3,8,6,5,4,5,3,5,2,1,5,2,1,4,0,6,1,3,2,5,4,0,3,2,4,4,4,0,1,2,2,3,3,2,3,3,0,2,2,1,0,1,3,1,1,0,3,2,1,1,1,0,1,0,0,1,3,0,0,1,1,2,1,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,12,15,16,15,17,13,22,18,8,24,15,17,20,10,21,15,12,9,16,21,16,15,22,30,13,19,26,10,10,31,17,17,28,20,21,16,21,24,29,24,17,18,26,22,23,11,22,11,19,15,19,18,17,13,20,16,25,16,15,19,15,14,19,14,18,20,12,17,21,16,7,11,19,19,12,13,17,12,20,14,12,11,5,12,11,9,12,7,8,14,11,16,12,7,15,13,16,6,10,14,7,3,9,16,7,13,8,15,12,7,3,5,5,5,7,7,10,6,10,10,1,2,2,8,3,3,3,4,4,7,8,6,1,6,6,8,6,2,4,12,4,2,2,1,3,1,1,3,2,5,3,7,0,6,5,4,0,4,3,1,0,3,1,0,3,2,5,0,0,3,1,1,2,1,3,2,1,1,3,2,1,2,3,0,0,3,0,1,2,0,0,0,1,0,1,1,0,1,0,0,1,0,1,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,10,16,19,16,12,10,20,18,11,19,17,20,9,20,16,16,11,19,15,18,25,27,21,20,27,15,26,20,23,16,20,21,16,15,26,13,21,18,18,19,10,11,22,22,13,10,18,11,19,17,19,15,24,15,15,16,26,15,21,26,13,16,16,14,25,13,11,15,14,14,15,8,16,16,17,14,12,19,17,17,8,8,7,10,11,11,15,17,13,9,11,11,15,12,15,16,15,11,10,13,9,15,1,9,11,8,11,9,9,12,5,5,5,9,11,6,5,6,6,12,4,2,2,9,5,5,4,9,3,5,4,4,2,7,5,5,9,5,4,4,1,3,2,3,2,3,0,1,3,8,6,8,2,3,4,4,4,1,6,3,6,1,1,0,2,3,1,2,2,1,1,1,0,6,1,2,0,1,3,1,1,3,1,0,0,1,2,2,1,1,1,0,0,1,1,1,1,0,0,1,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,19,12,20,9,18,10,26,22,22,12,20,13,16,13,13,11,16,15,13,14,18,19,17,21,24,12,20,14,17,18,21,20,18,21,31,22,17,18,19,24,17,13,22,16,19,11,21,13,18,16,13,21,14,16,20,12,20,19,23,20,11,12,19,17,15,13,15,7,24,18,11,18,17,15,11,15,21,14,14,18,10,16,8,6,20,9,14,12,14,11,9,10,10,15,19,10,14,8,14,14,10,7,5,10,5,8,13,9,11,9,6,6,7,6,10,5,10,10,5,13,5,2,7,5,3,4,6,4,5,7,6,4,4,3,6,4,6,4,5,3,1,0,5,3,7,2,1,5,3,4,10,4,2,5,4,5,4,1,5,4,1,2,0,1,1,2,0,2,0,2,1,0,1,6,1,0,2,0,3,2,4,3,0,1,0,3,2,2,1,0,2,0,0,1,2,1,0,0,1,2,1,0,2,0,0,0,0,2,0,1,0,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,14,15,16,11,15,11,24,30,17,9,15,18,18,15,15,15,11,17,12,23,17,26,17,17,22,7,23,16,25,24,15,14,17,20,23,16,20,18,25,16,13,23,19,16,10,16,14,17,9,18,16,19,14,21,21,19,14,10,20,19,19,12,17,12,22,15,12,20,18,11,9,17,17,9,19,17,17,22,21,10,10,6,13,16,10,12,17,11,16,9,14,13,9,11,14,13,10,13,12,13,11,8,11,5,10,9,6,9,12,7,7,2,6,10,7,7,6,10,6,9,5,4,2,1,4,7,6,3,4,13,6,9,3,5,6,6,7,6,4,7,0,5,7,2,5,5,4,5,4,6,5,4,2,3,3,4,5,2,0,3,3,0,1,0,0,1,1,4,1,1,2,0,3,2,1,3,1,1,5,3,1,1,2,0,2,2,2,0,1,0,0,0,1,2,2,0,1,0,1,1,2,1,1,1,0,0,1,1,1,0,3,0,0,1,0,2,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,15,12,14,22,7,18,15,20,19,19,12,9,21,15,20,13,13,12,21,21,18,20,19,16,23,14,15,23,14,19,17,10,14,22,18,22,19,17,18,19,18,17,22,10,13,16,18,16,15,23,13,23,23,14,19,18,13,15,26,15,9,15,17,22,20,13,15,11,21,10,9,23,12,12,16,15,17,11,25,18,12,11,10,8,16,8,12,14,12,16,11,14,13,15,11,9,8,10,15,11,10,7,6,6,7,12,16,10,5,18,4,2,2,11,5,5,7,9,7,6,6,7,8,2,3,7,6,4,4,8,6,5,10,1,7,9,6,6,6,3,4,4,6,4,2,3,4,5,6,3,7,5,2,4,4,6,5,5,2,2,3,2,1,0,0,2,2,2,3,2,2,3,2,2,2,1,3,1,3,1,1,1,1,0,1,2,0,1,2,0,0,0,1,1,0,2,0,0,4,0,1,2,1,2,1,1,2,1,0,1,1,0,1,1,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,14,16,11,15,18,7,18,18,15,20,18,12,8,21,14,14,10,13,22,11,18,20,18,16,19,13,12,22,22,18,8,18,25,20,22,22,27,19,18,17,12,19,18,21,22,18,16,20,15,18,18,14,16,13,13,13,14,16,20,19,22,13,14,16,11,16,15,18,8,10,16,20,15,14,16,18,13,14,13,16,7,12,9,12,14,8,9,15,21,14,6,17,7,13,16,10,18,14,13,14,7,9,4,4,17,9,14,10,7,10,13,7,10,10,1,4,7,5,13,6,4,5,9,5,3,3,5,5,9,6,4,8,3,6,6,5,6,6,5,7,7,2,6,4,3,5,7,2,0,6,4,4,6,2,5,9,2,4,3,0,3,3,2,0,1,1,2,6,3,3,1,1,4,2,2,5,1,5,2,1,1,3,1,2,0,1,0,1,1,0,0,1,1,0,0,1,0,0,1,3,0,3,1,0,0,2,1,0,1,0,2,1,2,0,0,0,0,1,2,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
