Time Step,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,256,257,258,259,260,261,262,263,264,265,266,267,268,269,270,271,272,273,274,275,276,277,278,279,280,281,282,283,284,285,286,287,288,289,290,291,292,293,294,295,296,297,298,299,300,301,302,303,304,305,306,307,308,309,310,311,312,313,314,315,316,317,318,319,320,321,322,323,324,325,326,327,328,329,330,331,332,333,334,335,336,337,338,339,340,341,342,343,344,345,346,347,348,349,350,351,352,353,354,355,356,357,358,359,360,361,362,363,364,365,366,367,368,369,370,371,372,373,374,375,376,377,378,379,380,381,382,383,384,385,386,387,388,389,390,391,392,393,394,395,396,397,398,399,400,401,402,403,404,405,406,407,408,409,410,411,412,413,414,415,416,417,418,419,420,421,422,423,424,425,426,427,428,429,430,431,432,433,434,435,436,437,438,439,440,441,442,443,444,445,446,447,448,449,450,451,452,453,454,455,456,457,458,459,460,461,462,463,464,465,466,467,468,469,470,471,472,473,474,475,476,477,478,479,480,481,482,483,484,485,486,487,488,489,490,491,492,493,494,495,496,497,498,499,500,501,502,503,504,505,506,507,508,509,510,511,512,513,514,515,516,517,518,519,520,521,522,523,524,525,526,527,528,529,530,531,532,533,534,535,536,537,538,539,540,541,542,543,544,545,546,547,548,549,550,551,552,553,554,555,556,557,558,559,560,561,562,563,564,565,566,567,568,569,570,571,572,573,574,575,576,577,578,579,580,581,582,583,584,585,586,587,588,589,590,591,592,593,594,595,596,597,598,599
50,16,13,9,16,16,11,9,13,8,19,17,10,8,12,15,17,13,20,14,4,22,11,20,10,16,13,15,13,18,19,22,19,15,21,14,21,20,21,13,25,8,13,20,21,20,14,21,17,14,17,9,11,14,14,19,13,14,13,13,20,13,14,14,10,16,5,9,10,12,10,14,15,17,10,14,13,20,11,13,14,8,9,5,5,15,13,15,11,15,16,12,8,8,4,15,13,13,10,9,11,16,10,11,5,9,5,15,11,9,6,9,12,8,5,8,10,10,15,9,22,13,2,12,4,8,7,11,10,8,7,10,4,9,5,9,10,6,8,10,6,4,4,5,4,5,8,10,4,5,7,5,4,6,3,4,7,5,6,2,3,3,3,2,3,2,3,1,2,3,2,5,3,1,5,5,1,2,8,1,2,3,0,1,0,0,3,2,3,4,3,0,3,2,4,1,2,3,3,0,1,4,2,1,2,1,0,1,1,1,1,3,1,4,0,1,1,0,1,2,2,1,0,0,0,0,0,0,0,1,2,0,1,2,0,0,1,0,0,2,0,2,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,12,12,11,14,17,13,9,12,10,18,16,15,10,12,15,14,17,10,14,12,19,16,10,24,6,17,22,16,12,22,16,16,17,12,19,13,21,15,23,20,16,13,18,17,9,17,15,13,9,17,14,13,11,19,18,12,17,13,13,10,10,15,11,14,17,10,9,13,18,9,12,16,15,8,13,17,19,17,13,18,17,12,6,9,8,13,11,12,19,12,7,14,8,12,8,15,8,12,7,18,11,11,10,5,11,12,14,12,8,12,9,8,6,6,11,6,9,15,12,4,8,10,6,9,6,11,12,10,5,4,4,11,10,3,7,8,8,9,7,12,6,2,3,5,4,8,6,6,5,4,7,6,8,3,10,3,3,5,4,4,5,1,1,3,1,3,0,4,3,5,3,3,4,2,7,2,3,4,4,3,1,5,0,2,3,1,2,2,4,3,2,2,2,2,3,3,0,3,1,0,1,3,0,1,1,1,0,0,0,1,1,4,2,0,1,0,1,3,1,2,2,1,0,1,0,0,1,1,3,2,0,0,2,0,0,0,0,2,1,0,0,1,0,1,1,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,9,14,11,14,9,11,14,9,20,11,13,15,11,10,17,14,15,14,18,18,20,12,19,17,11,14,17,23,15,13,22,24,16,10,16,13,20,17,14,16,12,10,12,13,12,16,9,14,20,11,15,15,15,5,17,19,16,15,11,11,14,18,15,17,10,17,12,13,11,12,11,17,13,11,10,20,12,21,12,9,13,16,10,7,15,11,9,10,14,9,15,8,13,11,6,15,13,8,16,13,8,11,3,8,10,9,12,14,16,6,9,8,7,9,3,15,11,8,9,12,11,4,12,2,14,11,11,7,6,5,12,6,11,5,10,3,8,7,13,3,6,5,3,8,5,6,4,7,6,7,3,8,5,4,6,9,4,5,6,3,3,1,1,3,3,4,2,1,6,2,6,4,3,7,1,2,3,6,2,7,2,2,2,2,1,2,3,0,5,4,0,4,4,2,5,1,1,1,0,2,2,3,0,0,0,1,0,0,4,1,4,1,0,0,0,0,0,2,3,1,2,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,2,1,1,0,1,0,0,2,1,1,1,1,1,2,0,1,2,0,0,1,0,0,1,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,14,13,10,12,9,14,16,20,20,14,18,9,12,9,14,16,13,16,18,11,16,12,15,16,15,12,12,9,18,18,13,27,15,15,16,20,22,10,19,18,15,15,12,9,17,13,11,20,11,10,15,8,12,14,8,17,15,14,20,11,11,15,14,16,15,15,14,10,24,12,15,10,15,10,15,12,16,14,12,10,10,12,11,7,14,19,8,14,8,9,10,16,9,8,6,20,9,18,10,10,18,8,9,4,9,7,6,12,15,8,9,4,10,9,11,10,9,7,16,11,5,11,2,6,12,15,7,6,6,11,10,10,7,7,6,11,6,4,6,6,7,2,8,3,7,5,6,1,8,6,10,5,4,4,9,3,8,7,6,4,5,1,2,1,5,3,5,5,3,3,4,2,5,3,7,0,4,2,7,1,3,2,4,1,1,1,1,4,2,1,5,2,2,1,1,4,2,1,0,3,2,0,2,1,0,0,0,0,3,3,1,3,2,0,0,1,2,2,3,1,1,0,2,0,1,2,3,0,2,0,1,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0,1,0,1,1,1,1,1,0,1,0,1,0,1,0,0,0,1,1,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,6,14,17,16,15,14,13,17,20,18,10,13,12,12,12,15,17,13,13,20,12,17,12,13,11,9,14,16,14,12,20,14,19,15,16,14,20,14,20,17,13,12,11,18,9,14,15,13,14,10,10,13,14,7,13,15,18,15,10,18,9,15,13,12,19,23,9,21,13,14,12,11,18,16,11,14,11,23,17,15,17,8,13,2,13,12,11,11,14,13,6,14,11,4,18,7,16,9,9,7,7,12,7,7,10,9,7,12,18,8,9,11,9,8,13,11,4,15,11,9,10,3,10,6,15,8,8,8,8,7,10,3,6,3,10,5,5,4,11,5,2,4,1,7,5,9,4,4,3,3,8,9,3,7,7,6,8,9,7,5,6,3,6,0,6,4,4,1,5,5,7,6,2,3,4,6,4,2,2,6,3,1,3,1,1,0,2,3,2,1,1,5,2,2,2,0,2,2,2,1,2,2,1,0,0,1,0,3,7,2,4,0,1,2,1,1,2,1,1,1,0,0,3,0,3,2,1,0,0,0,1,0,1,0,0,1,0,3,0,1,0,0,0,0,0,0,0,2,0,1,0,1,1,0,1,0,0,0,1,1,2,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,14,7,14,21,13,13,15,20,13,12,15,12,10,15,13,13,16,9,17,7,9,13,9,16,8,15,13,10,14,23,16,15,13,19,13,14,22,13,17,22,15,17,11,19,14,14,16,24,14,6,7,15,22,11,12,15,18,22,16,13,15,10,17,13,14,13,20,12,15,10,7,13,12,11,17,16,13,16,14,15,13,14,6,10,9,14,9,9,11,14,14,4,14,7,11,15,7,16,6,11,6,8,8,4,13,8,11,14,16,15,10,6,10,10,12,8,8,8,14,10,9,9,7,10,9,10,7,5,7,7,3,6,2,8,6,12,2,7,6,3,6,1,4,4,11,10,4,1,8,6,15,5,4,7,3,3,9,7,6,8,1,7,3,4,3,2,2,2,3,5,4,3,4,4,7,2,8,6,2,5,0,3,6,0,1,1,1,4,1,3,5,4,0,4,1,2,1,4,2,2,1,0,2,0,2,0,0,4,5,2,2,2,1,1,2,0,1,2,2,3,0,2,0,1,1,1,0,2,2,1,0,0,0,0,3,0,1,1,0,0,1,0,1,0,2,1,1,0,1,1,0,1,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56,9,6,15,15,7,14,18,7,12,19,16,12,15,14,18,16,11,21,7,19,16,12,13,20,15,12,18,16,15,11,24,13,18,10,9,17,12,16,17,12,12,20,6,21,14,12,23,17,12,7,7,17,12,14,13,15,14,18,18,20,15,14,10,16,9,14,15,25,10,17,7,11,15,12,11,16,15,12,17,21,13,5,10,12,12,10,9,8,11,16,16,10,8,8,19,14,6,9,12,6,19,7,2,8,9,14,9,8,13,14,6,6,11,9,9,7,6,10,11,9,7,9,10,7,10,5,4,10,5,11,9,1,5,9,6,8,12,5,8,6,0,5,3,7,6,8,4,4,2,9,6,9,3,6,7,6,6,5,5,7,6,1,4,4,3,6,2,2,7,4,7,8,1,8,2,5,3,4,5,6,2,5,0,4,0,1,1,1,4,1,2,3,3,0,0,1,3,3,0,2,0,1,1,3,0,1,2,4,1,4,2,1,0,3,3,1,2,1,5,1,0,0,2,1,1,0,1,2,2,1,2,0,1,1,1,1,1,0,1,1,0,2,1,1,1,1,0,2,0,1,2,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57,14,9,8,11,12,9,16,11,9,16,13,15,15,14,8,10,10,14,18,13,11,13,16,13,18,13,16,16,11,20,10,16,14,20,17,12,15,22,13,18,15,12,15,15,18,17,22,25,12,11,14,13,11,10,6,19,14,14,17,17,18,15,11,12,12,11,17,16,13,7,9,17,17,11,22,14,12,11,16,18,13,8,5,10,11,9,12,11,15,16,16,9,8,11,13,8,12,12,13,13,9,9,6,9,13,5,7,8,8,7,10,10,5,10,9,9,6,8,12,10,8,8,5,9,8,9,11,6,9,11,10,5,6,10,10,8,7,8,7,9,6,6,6,5,6,8,8,2,6,4,9,7,3,4,8,2,6,4,4,5,4,2,1,5,4,3,4,2,3,8,3,7,3,4,2,6,5,5,2,7,4,1,3,1,3,1,1,3,1,5,2,3,2,4,2,3,2,4,2,1,1,3,1,2,0,2,1,0,2,2,5,1,1,1,3,2,2,1,3,0,1,1,0,3,1,3,0,1,1,1,1,0,1,2,1,0,1,2,1,0,0,1,1,2,0,0,0,3,1,2,0,1,0,0,0,0,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58,6,13,6,17,4,9,11,20,15,5,14,15,14,9,15,7,14,15,16,13,14,12,11,17,17,13,15,19,15,11,15,17,14,14,8,11,12,19,17,22,11,19,16,18,16,16,17,22,11,14,17,12,15,16,18,19,9,11,14,18,17,15,16,15,13,11,17,13,12,10,15,9,24,14,15,14,13,18,15,11,12,10,7,7,6,11,14,16,11,12,11,10,8,7,11,9,9,10,13,14,10,5,10,8,13,6,5,6,12,10,15,9,8,5,14,6,15,10,8,10,9,11,7,13,12,7,9,4,10,2,10,8,5,10,10,10,4,6,6,7,6,7,2,4,5,7,9,5,2,6,10,4,6,4,2,7,4,2,7,7,6,4,4,3,4,3,2,4,6,4,1,7,3,7,6,4,6,5,3,1,3,2,3,1,0,3,3,0,4,1,2,7,3,2,2,1,4,3,4,4,1,0,0,1,2,1,1,2,2,4,4,1,1,3,2,2,1,0,1,0,0,0,2,3,1,1,0,2,3,1,0,0,0,2,1,0,1,2,2,1,0,1,2,0,1,1,0,1,1,0,1,0,1,0,0,0,0,1,1,1,0,1,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59,11,8,12,13,9,11,19,13,13,9,9,13,16,5,13,9,9,17,15,14,11,22,11,16,11,12,15,16,16,4,20,14,24,7,11,18,13,14,17,22,11,14,14,19,20,11,24,17,16,16,15,17,20,12,19,11,12,18,10,18,12,17,15,13,8,11,16,9,13,11,18,14,9,14,13,14,13,12,14,17,16,7,8,4,11,16,12,11,18,6,9,9,10,13,9,9,13,14,11,12,15,7,10,6,10,6,8,4,10,10,10,4,4,6,9,15,6,9,7,9,12,6,7,12,13,9,6,13,6,8,8,13,13,7,16,3,8,5,6,10,4,7,6,3,5,6,4,6,8,5,5,6,3,7,2,2,7,6,3,6,4,5,1,4,3,4,4,1,4,4,9,5,8,6,3,5,6,3,6,3,3,4,4,1,2,1,2,5,5,2,2,0,3,4,4,2,3,4,5,1,0,0,1,1,2,3,0,0,0,4,2,3,2,0,1,2,2,1,2,1,0,1,2,1,2,1,0,1,1,3,0,1,1,1,2,1,1,0,1,2,0,1,2,2,0,1,1,2,2,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,2,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
